Electoral district number,Electoral district name,Type of results,Surname,Middle name(s) ,Given name,Political affiliation,Appartenance politique,Votes obtained,% Votes obtained,Rejected ballots,Total number of ballots cast
13002,Beauséjour,validated,Bélanger,,Jean-Marc,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3940,7.3,475,54160
13002,Beauséjour,validated,Cormier,,Vincent,Conservative,Conservateur,9438,17.6,475,54160
13002,Beauséjour,validated,LeBlanc,,Dominic,Liberal,Libéral,24948,46.5,475,54160
13002,Beauséjour,validated,Mercier,,Nancy,People's Party,Parti populaire,1054,2,475,54160
13002,Beauséjour,validated,Reinsborough,,Laura,Green Party,Parti Vert,14305,26.6,475,54160
13003,Fredericton,preliminary,Atwin,,Jenica,Green Party,Parti Vert,15380,32.8,0,46841
13003,Fredericton,preliminary,DeCourcey,,Matt,Liberal,Libéral,12803,27.3,0,46841
13003,Fredericton,preliminary,Johnson,,Andrea,Conservative,Conservateur,14589,31.1,0,46841
13003,Fredericton,preliminary,Kirby,,Brandon,Libertarian,Libertarien,123,.3,0,46841
13003,Fredericton,preliminary,Patterson,,Jacob,Communist,Communiste,76,.2,0,46841
13003,Fredericton,preliminary,Paull,,Jason,People's Party,Parti populaire,767,1.6,0,46841
13003,Fredericton,preliminary,Thomas,,Lesley,Animal Protection Party,Parti Protection Animaux,277,.6,0,46841
13003,Fredericton,preliminary,Thomason,,Mackenzie,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,2826,6,0,46841
13003,Fredericton,validated,Atwin,,Jenica,Green Party,Parti Vert,16640,33.7,301,49710
13003,Fredericton,validated,DeCourcey,,Matt,Liberal,Libéral,13544,27.4,301,49710
13003,Fredericton,validated,Johnson,,Andrea,Conservative,Conservateur,15011,30.4,301,49710
13003,Fredericton,validated,Kirby,,Brandon,Libertarian,Libertarien,126,.3,301,49710
13003,Fredericton,validated,Patterson,,Jacob,Communist,Communiste,80,.2,301,49710
13003,Fredericton,validated,Paull,,Jason,People's Party,Parti populaire,776,1.6,301,49710
13003,Fredericton,validated,Thomas,,Lesley,Animal Protection Party,Parti Protection Animaux,286,.6,301,49710
13003,Fredericton,validated,Thomason,,Mackenzie,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,2946,6,301,49710
13004,Fundy Royal,preliminary,Amos,,David Raymond,Independent,Indépendant(e),291,.6,0,47192
13004,Fundy Royal,preliminary,Evans,,John,National Citizens Alliance,Alliance Nationale Citoyens,200,.4,0,47192
13004,Fundy Royal,preliminary,Lockhart,,Alaina,Liberal,Libéral,12015,25.5,0,47192
13004,Fundy Royal,preliminary,Moore,,Rob,Conservative,Conservateur,21727,46,0,47192
13004,Fundy Royal,preliminary,Neumayer,,Rudy,People's Party,Parti populaire,1239,2.6,0,47192
13004,Fundy Royal,preliminary,Thompson,,Tim,Green Party,Parti Vert,7060,15,0,47192
13004,Fundy Royal,preliminary,Tolan,,James,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4660,9.9,0,47192
13004,Fundy Royal,validated,Amos,,David Raymond,Independent,Indépendant(e),295,.6,349,48995
13004,Fundy Royal,validated,Evans,,John,National Citizens Alliance,Alliance Nationale Citoyens,201,.4,349,48995
13004,Fundy Royal,validated,Lockhart,,Alaina,Liberal,Libéral,12433,25.6,349,48995
13004,Fundy Royal,validated,Moore,,Rob,Conservative,Conservateur,22389,46,349,48995
13004,Fundy Royal,validated,Neumayer,,Rudy,People's Party,Parti populaire,1249,2.6,349,48995
13004,Fundy Royal,validated,Thompson,,Tim,Green Party,Parti Vert,7275,15,349,48995
13004,Fundy Royal,validated,Tolan,,James,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4804,9.9,349,48995
13005,Madawaska--Restigouche,preliminary,Arseneault,,René,Liberal,Libéral,17331,50.2,0,34535
13005,Madawaska--Restigouche,preliminary,Betteridge,,Chad,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,2314,6.7,0,34535
13005,Madawaska--Restigouche,preliminary,Bérubé,,Louis,Green Party,Parti Vert,5090,14.7,0,34535
13005,Madawaska--Restigouche,preliminary,Fox,,Nelson,Conservative,Conservateur,9800,28.4,0,34535
13005,Madawaska--Restigouche,validated,Arseneault,,René,Liberal,Libéral,17331,50.3,657,35126
13005,Madawaska--Restigouche,validated,Betteridge,,Chad,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,2212,6.4,657,35126
13005,Madawaska--Restigouche,validated,Bérubé,,Louis,Green Party,Parti Vert,5125,14.9,657,35126
13005,Madawaska--Restigouche,validated,Fox,,Nelson,Conservative,Conservateur,9801,28.4,657,35126
13006,Miramichi--Grand Lake,preliminary,Clancy Teslenko,,Eileen,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,2874,8.3,0,34597
13006,Miramichi--Grand Lake,preliminary,Deitch,,Patty,Green Party,Parti Vert,3915,11.3,0,34597
13006,Miramichi--Grand Lake,preliminary,Finnigan,,Pat,Liberal,Libéral,12725,36.8,0,34597
13006,Miramichi--Grand Lake,preliminary,Lawson,,Mathew Grant,Independent,Indépendant(e),396,1.1,0,34597
13006,Miramichi--Grand Lake,preliminary,MacKenzie,,Allison,Independent,Indépendant(e),1160,3.4,0,34597
13006,Miramichi--Grand Lake,preliminary,McLean,,Peggy,Conservative,Conservateur,12311,35.6,0,34597
13006,Miramichi--Grand Lake,preliminary,Nowlan,,Ron,People's Party,Parti populaire,1216,3.5,0,34597
13006,Miramichi--Grand Lake,validated,Clancy Teslenko,,Eileen,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,2875,8.3,517,35115
13006,Miramichi--Grand Lake,validated,Deitch,,Patty,Green Party,Parti Vert,3914,11.3,517,35115
13006,Miramichi--Grand Lake,validated,Finnigan,,Pat,Liberal,Libéral,12722,36.8,517,35115
13006,Miramichi--Grand Lake,validated,Lawson,,Mathew Grant,Independent,Indépendant(e),396,1.1,517,35115
13006,Miramichi--Grand Lake,validated,MacKenzie,,Allison,Independent,Indépendant(e),1160,3.4,517,35115
13006,Miramichi--Grand Lake,validated,McLean,,Peggy,Conservative,Conservateur,12352,35.7,517,35115
13006,Miramichi--Grand Lake,validated,Nowlan,,Ron,People's Party,Parti populaire,1179,3.4,517,35115
13007,Moncton--Riverview--Dieppe,preliminary,Driver,,Stephen,People's Party,Parti populaire,1258,2.4,0,51943
13007,Moncton--Riverview--Dieppe,preliminary,Godin-Charest,,Sylvie,Conservative,Conservateur,12190,23.5,0,51943
13007,Moncton--Riverview--Dieppe,preliminary,Kelly,,Claire,Green Party,Parti Vert,9371,18,0,51943
13007,Moncton--Riverview--Dieppe,preliminary,MacDonald,,Brad,Animal Protection Party,Parti Protection Animaux,414,.8,0,51943
13007,Moncton--Riverview--Dieppe,preliminary,MacLaren,,Luke,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6164,11.9,0,51943
13007,Moncton--Riverview--Dieppe,preliminary,Petitpas Taylor,,Ginette,Liberal,Libéral,22261,42.9,0,51943
13007,Moncton--Riverview--Dieppe,preliminary,Williams,,Rhys,Christian Heritage Party,Parti de l'Héritage Chrétien,285,.5,0,51943
13007,Moncton--Riverview--Dieppe,validated,Driver,,Stephen,People's Party,Parti populaire,1258,2.4,396,52224
13007,Moncton--Riverview--Dieppe,validated,Godin-Charest,,Sylvie,Conservative,Conservateur,12200,23.5,396,52224
13007,Moncton--Riverview--Dieppe,validated,Kelly,,Claire,Green Party,Parti Vert,9287,17.9,396,52224
13007,Moncton--Riverview--Dieppe,validated,MacDonald,,Brad,Animal Protection Party,Parti Protection Animaux,373,.7,396,52224
13007,Moncton--Riverview--Dieppe,validated,MacLaren,,Luke,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6164,11.9,396,52224
13007,Moncton--Riverview--Dieppe,validated,Petitpas Taylor,,Ginette,Liberal,Libéral,22261,43,396,52224
13007,Moncton--Riverview--Dieppe,validated,Williams,,Rhys,Christian Heritage Party,Parti de l'Héritage Chrétien,285,.5,396,52224
13008,New Brunswick Southwest,preliminary,Jonah,,Susan,Green Party,Parti Vert,5352,13.5,0,39648
13008,New Brunswick Southwest,preliminary,Ludwig,,Karen,Liberal,Libéral,10110,25.5,0,39648
13008,New Brunswick Southwest,preliminary,Mullin,,Douglas,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3251,8.2,0,39648
13008,New Brunswick Southwest,preliminary,Sarty,,Meryl,People's Party,Parti populaire,1274,3.2,0,39648
13008,New Brunswick Southwest,preliminary,Scott,,Abe,VCP,CAC,204,.5,0,39648
13008,New Brunswick Southwest,preliminary,Williamson,,John,Conservative,Conservateur,19457,49.1,0,39648
13008,New Brunswick Southwest,validated,Jonah,,Susan,Green Party,Parti Vert,5352,13.5,301,39879
13008,New Brunswick Southwest,validated,Ludwig,,Karen,Liberal,Libéral,10110,25.5,301,39879
13008,New Brunswick Southwest,validated,Mullin,,Douglas,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3251,8.2,301,39879
13008,New Brunswick Southwest,validated,Sarty,,Meryl,People's Party,Parti populaire,1214,3.1,301,39879
13008,New Brunswick Southwest,validated,Scott,,Abe,VCP,CAC,200,.5,301,39879
13008,New Brunswick Southwest,validated,Williamson,,John,Conservative,Conservateur,19451,49.1,301,39879
13009,Saint John--Rothesay,preliminary,Barnett,,Neville,Independent,Indépendant(e),150,.4,0,41254
13009,Saint John--Rothesay,preliminary,Cormier,,Armand,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5046,12.2,0,41254
13009,Saint John--Rothesay,preliminary,Jamieson,,Stuart,Independent,Indépendant(e),1191,2.9,0,41254
13009,Saint John--Rothesay,preliminary,Long,,Wayne,Liberal,Libéral,15448,37.4,0,41254
13009,Saint John--Rothesay,preliminary,McAllister,,Ann,Green Party,Parti Vert,4153,10.1,0,41254
13009,Saint John--Rothesay,preliminary,Salesse,,Adam J. C.,People's Party,Parti populaire,1260,3.1,0,41254
13009,Saint John--Rothesay,preliminary,Weston,,Rodney,Conservative,Conservateur,14006,34,0,41254
13009,Saint John--Rothesay,validated,Barnett,,Neville,Independent,Indépendant(e),150,.4,250,41503
13009,Saint John--Rothesay,validated,Cormier,,Armand,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5046,12.2,250,41503
13009,Saint John--Rothesay,validated,Jamieson,,Stuart,Independent,Indépendant(e),1183,2.9,250,41503
13009,Saint John--Rothesay,validated,Long,,Wayne,Liberal,Libéral,15443,37.4,250,41503
13009,Saint John--Rothesay,validated,McAllister,,Ann,Green Party,Parti Vert,4165,10.1,250,41503
13009,Saint John--Rothesay,validated,Salesse,,Adam J. C.,People's Party,Parti populaire,1260,3.1,250,41503
13009,Saint John--Rothesay,validated,Weston,,Rodney,Conservative,Conservateur,14006,34,250,41503
13010,Tobique--Mactaquac,preliminary,Aiken,,Megan,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3007,7.9,0,38146
13010,Tobique--Mactaquac,preliminary,Bragdon,,Richard,Conservative,Conservateur,19229,50.4,0,38146
13010,Tobique--Mactaquac,preliminary,Guay,,Dominic,People's Party,Parti populaire,936,2.5,0,38146
13010,Tobique--Mactaquac,preliminary,MacDonald,,Kelsey,Liberal,Libéral,9631,25.2,0,38146
13010,Tobique--Mactaquac,preliminary,Miller,,Rowan P.,Green Party,Parti Vert,5343,14,0,38146
13010,Tobique--Mactaquac,validated,Aiken,,Megan,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3007,7.9,376,38577
13010,Tobique--Mactaquac,validated,Bragdon,,Richard,Conservative,Conservateur,19229,50.3,376,38577
13010,Tobique--Mactaquac,validated,Guay,,Dominic,People's Party,Parti populaire,936,2.5,376,38577
13010,Tobique--Mactaquac,validated,MacDonald,,Kelsey,Liberal,Libéral,9631,25.2,376,38577
13010,Tobique--Mactaquac,validated,Miller,,Rowan P.,Green Party,Parti Vert,5398,14.1,376,38577
24001,Abitibi--Baie-James--Nunavik--Eeyou,preliminary,Bergeron,,Isabelle,Liberal,Libéral,8125,28.1,0,28925
24001,Abitibi--Baie-James--Nunavik--Eeyou,preliminary,Bérubé,,Sylvie,Bloc Québécois,Bloc Québécois,10904,37.7,0,28925
24001,Abitibi--Baie-James--Nunavik--Eeyou,preliminary,Cabana-Whiteley,,Kiara,Green Party,Parti Vert,1006,3.5,0,28925
24001,Abitibi--Baie-James--Nunavik--Eeyou,preliminary,Ferron,,Martin,Conservative,Conservateur,4792,16.6,0,28925
24001,Abitibi--Baie-James--Nunavik--Eeyou,preliminary,Lanouette,,Guillaume,People's Party,Parti populaire,341,1.2,0,28925
24001,Abitibi--Baie-James--Nunavik--Eeyou,preliminary,Rouleau,,Jacline,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3446,11.9,0,28925
24001,Abitibi--Baie-James--Nunavik--Eeyou,preliminary,Simon,,Daniel,Radical Marijuana,Radical Marijuana,311,1.1,0,28925
24001,Abitibi--Baie-James--Nunavik--Eeyou,validated,Bergeron,,Isabelle,Liberal,Libéral,8963,28.3,828,32484
24001,Abitibi--Baie-James--Nunavik--Eeyou,validated,Bérubé,,Sylvie,Bloc Québécois,Bloc Québécois,11432,36.1,828,32484
24001,Abitibi--Baie-James--Nunavik--Eeyou,validated,Cabana-Whiteley,,Kiara,Green Party,Parti Vert,1151,3.6,828,32484
24001,Abitibi--Baie-James--Nunavik--Eeyou,validated,Ferron,,Martin,Conservative,Conservateur,5240,16.6,828,32484
24001,Abitibi--Baie-James--Nunavik--Eeyou,validated,Lanouette,,Guillaume,People's Party,Parti populaire,379,1.2,828,32484
24001,Abitibi--Baie-James--Nunavik--Eeyou,validated,Rouleau,,Jacline,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4104,13,828,32484
24001,Abitibi--Baie-James--Nunavik--Eeyou,validated,Simon,,Daniel,Radical Marijuana,Radical Marijuana,387,1.2,828,32484
24002,Abitibi--Témiscamingue,preliminary,Bégin,,Aline,Green Party,Parti Vert,1766,3.5,0,49753
24002,Abitibi--Témiscamingue,preliminary,Girard,,Jacques,People's Party,Parti populaire,730,1.5,0,49753
24002,Abitibi--Témiscamingue,preliminary,Guimond,,Alain,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4943,9.9,0,49753
24002,Abitibi--Témiscamingue,preliminary,Lemire,,Sébastien,Bloc Québécois,Bloc Québécois,22591,45.4,0,49753
24002,Abitibi--Témiscamingue,preliminary,Provencher,,Mario,Conservative,Conservateur,7514,15.1,0,49753
24002,Abitibi--Témiscamingue,preliminary,Thibault,,Claude,Liberal,Libéral,12209,24.5,0,49753
24002,Abitibi--Témiscamingue,validated,Bégin,,Aline,Green Party,Parti Vert,1818,3.6,1057,51212
24002,Abitibi--Témiscamingue,validated,Girard,,Jacques,People's Party,Parti populaire,487,1,1057,51212
24002,Abitibi--Témiscamingue,validated,Guimond,,Alain,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,5093,10.2,1057,51212
24002,Abitibi--Témiscamingue,validated,Lemire,,Sébastien,Bloc Québécois,Bloc Québécois,22803,45.5,1057,51212
24002,Abitibi--Témiscamingue,validated,Provencher,,Mario,Conservative,Conservateur,7537,15,1057,51212
24002,Abitibi--Témiscamingue,validated,Thibault,,Claude,Liberal,Libéral,12417,24.8,1057,51212
24003,Ahuntsic-Cartierville,preliminary,Ayas,,Raymond,People's Party,Parti populaire,579,1.1,0,54152
24003,Ahuntsic-Cartierville,preliminary,El-Masri,,Zahia,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6148,11.4,0,54152
24003,Ahuntsic-Cartierville,preliminary,Joly,,Mélanie,Liberal,Libéral,28560,52.7,0,54152
24003,Ahuntsic-Cartierville,preliminary,Laframboise,,Kathy,Conservative,Conservateur,3974,7.3,0,54152
24003,Ahuntsic-Cartierville,preliminary,Lavarenne,,Jean-Michel,Green Party,Parti Vert,3256,6,0,54152
24003,Ahuntsic-Cartierville,preliminary,Parizeau,,André,Bloc Québécois,Bloc Québécois,11635,21.5,0,54152
24003,Ahuntsic-Cartierville,validated,Ayas,,Raymond,People's Party,Parti populaire,584,1.1,1022,56133
24003,Ahuntsic-Cartierville,validated,El-Masri,,Zahia,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,6284,11.4,1022,56133
24003,Ahuntsic-Cartierville,validated,Joly,,Mélanie,Liberal,Libéral,28904,52.4,1022,56133
24003,Ahuntsic-Cartierville,validated,Laframboise,,Kathy,Conservative,Conservateur,4013,7.3,1022,56133
24003,Ahuntsic-Cartierville,validated,Lavarenne,,Jean-Michel,Green Party,Parti Vert,3352,6.1,1022,56133
24003,Ahuntsic-Cartierville,validated,Parizeau,,André,Bloc Québécois,Bloc Québécois,11974,21.7,1022,56133
24004,Alfred-Pellan,preliminary,Buté,,Julius,Pour l'Indépendance du Québec,Pour l'Indépendance du Québec,176,.3,0,53954
24004,Alfred-Pellan,preliminary,Cappelletti,,Dwayne,Independent,Indépendant(e),113,.2,0,53954
24004,Alfred-Pellan,preliminary,Couture,,Matthieu,People's Party,Parti populaire,466,.9,0,53954
24004,Alfred-Pellan,preliminary,Esposito,,Angelo,Conservative,Conservateur,5891,10.9,0,53954
24004,Alfred-Pellan,preliminary,Howells,,Marguerite,Green Party,Parti Vert,1898,3.5,0,53954
24004,Alfred-Pellan,preliminary,Iacono,,Angelo,Liberal,Libéral,25810,47.8,0,53954
24004,Alfred-Pellan,preliminary,Kocini,,Andriana,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4141,7.7,0,53954
24004,Alfred-Pellan,preliminary,Lachance,,Michel,Bloc Québécois,Bloc Québécois,15459,28.7,0,53954
24004,Alfred-Pellan,validated,Buté,,Julius,Pour l'Indépendance du Québec,Pour l'Indépendance du Québec,177,.3,973,55282
24004,Alfred-Pellan,validated,Cappelletti,,Dwayne,Independent,Indépendant(e),113,.2,973,55282
24004,Alfred-Pellan,validated,Couture,,Matthieu,People's Party,Parti populaire,471,.9,973,55282
24004,Alfred-Pellan,validated,Esposito,,Angelo,Conservative,Conservateur,5917,10.9,973,55282
24004,Alfred-Pellan,validated,Howells,,Marguerite,Green Party,Parti Vert,1958,3.6,973,55282
24004,Alfred-Pellan,validated,Iacono,,Angelo,Liberal,Libéral,26015,47.9,973,55282
24004,Alfred-Pellan,validated,Kocini,,Andriana,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,4109,7.6,973,55282
24004,Alfred-Pellan,validated,Lachance,,Michel,Bloc Québécois,Bloc Québécois,15549,28.6,973,55282
24005,Argenteuil--La Petite-Nation,preliminary,Boucher Smoley,,Charlotte,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3704,7.5,0,49623
24005,Argenteuil--La Petite-Nation,preliminary,Destroismaisons,,Yves,Bloc Québécois,Bloc Québécois,18087,36.4,0,49623
24005,Argenteuil--La Petite-Nation,preliminary,Edwards,,Sherwin,People's Party,Parti populaire,714,1.4,0,49623
24005,Argenteuil--La Petite-Nation,preliminary,Lauzon,,Stéphane,Liberal,Libéral,18759,37.8,0,49623
24005,Argenteuil--La Petite-Nation,preliminary,Louis-Seize,,Marie,Conservative,Conservateur,6001,12.1,0,49623
24005,Argenteuil--La Petite-Nation,preliminary,Valiquette,,Marjorie,Green Party,Parti Vert,2358,4.8,0,49623
24005,Argenteuil--La Petite-Nation,validated,Boucher Smoley,,Charlotte,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,3758,7.5,828,50825
24005,Argenteuil--La Petite-Nation,validated,Destroismaisons,,Yves,Bloc Québécois,Bloc Québécois,18167,36.3,828,50825
24005,Argenteuil--La Petite-Nation,validated,Edwards,,Sherwin,People's Party,Parti populaire,721,1.4,828,50825
24005,Argenteuil--La Petite-Nation,validated,Lauzon,,Stéphane,Liberal,Libéral,18896,37.8,828,50825
24005,Argenteuil--La Petite-Nation,validated,Louis-Seize,,Marie,Conservative,Conservateur,6044,12.1,828,50825
24005,Argenteuil--La Petite-Nation,validated,Valiquette,,Marjorie,Green Party,Parti Vert,2411,4.8,828,50825
24006,Avignon--La Mitis--Matane--Matapédia,preliminary,Barnabé,,Éric,People's Party,Parti populaire,201,.6,0,35374
24006,Avignon--La Mitis--Matane--Matapédia,preliminary,Castonguay,,Mathieu,Parti Rhinocéros Party,Parti Rhinocéros Party,178,.5,0,35374
24006,Avignon--La Mitis--Matane--Matapédia,preliminary,Côté,,Rémi-Jocelyn,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,1393,3.9,0,35374
24006,Avignon--La Mitis--Matane--Matapédia,preliminary,Massé,,Rémi,Liberal,Libéral,11983,33.9,0,35374
24006,Avignon--La Mitis--Matane--Matapédia,preliminary,Michaud,,Kristina,Bloc Québécois,Bloc Québécois,18265,51.6,0,35374
24006,Avignon--La Mitis--Matane--Matapédia,preliminary,Morrison,,James,Green Party,Parti Vert,668,1.9,0,35374
24006,Avignon--La Mitis--Matane--Matapédia,preliminary,Tremblay,,Natasha,Conservative,Conservateur,2686,7.6,0,35374
24006,Avignon--La Mitis--Matane--Matapédia,validated,Barnabé,,Éric,People's Party,Parti populaire,210,.6,591,36559
24006,Avignon--La Mitis--Matane--Matapédia,validated,Castonguay,,Mathieu,Parti Rhinocéros Party,Parti Rhinocéros Party,180,.5,591,36559
24006,Avignon--La Mitis--Matane--Matapédia,validated,Côté,,Rémi-Jocelyn,NDP-New Democratic Party,NPD-Nouveau Parti démocratique,1435,4,591,36559
